order_date,year,quarter,month,month_name,region,country,category,subcategory,customer_segment,quantity,unit_price,revenue,cost,profit,profit_margin
2023-03-10,2023,1,3,March,North America,Canada,Clothing,Kids,Consumer,5,64.3,321.5,178.93,142.57,0.4435
2023-08-17,2023,3,8,August,Latin America,Chile,Clothing,Women,Home Office,5,192.8,964.0,401.71,562.29,0.5833
2022-01-11,2022,1,1,January,Asia Pacific,China,Electronics,Phones,Small Business,12,289.0,3468.0,2718.79,749.21,0.216
2024-07-14,2024,3,7,July,Asia Pacific,India,Furniture,Desks,Small Business,8,597.49,4779.92,3413.75,1366.17,0.2858
2022-11-28,2022,4,11,November,Latin America,Colombia,Clothing,Women,Consumer,14,24.26,339.64,176.23,163.41,0.4811
2022-12-31,2022,4,12,December,Europe,France,Electronics,Laptops,Small Business,17,1457.95,24785.15,15721.69,9063.46,0.3657
2022-12-15,2022,4,12,December,North America,United States,Furniture,Chairs,Consumer,7,123.26,862.82,524.95,337.87,0.3916
2023-08-17,2023,3,8,August,Asia Pacific,Australia,Clothing,Kids,Home Office,11,18.62,204.82,138.24,66.58,0.3251
2024-07-12,2024,3,7,July,North America,Canada,Furniture,Chairs,Home Office,18,256.58,4618.44,2549.49,2068.95,0.448
2024-07-18,2024,3,7,July,Europe,Spain,Electronics,Laptops,Small Business,2,1538.09,3076.18,1989.55,1086.63,0.3532
2023-05-21,2023,2,5,May,Latin America,Chile,Office Supplies,Binders,Small Business,3,9.42,28.26,18.5,9.76,0.3454
2022-01-06,2022,1,1,January,Europe,United Kingdom,Electronics,Wearables,Small Business,12,233.26,2799.12,1880.66,918.46,0.3281
2023-12-25,2023,4,12,December,North America,United States,Office Supplies,Appliances,Home Office,15,95.77,1436.55,889.59,546.96,0.3807
2023-10-29,2023,4,10,October,Europe,France,Furniture,Storage,Consumer,11,46.15,507.65,341.08,166.57,0.3281
2023-07-21,2023,3,7,July,Asia Pacific,Singapore,Electronics,Accessories,Consumer,17,29.71,505.07,355.02,150.05,0.2971
2023-09-20,2023,3,9,September,North America,Mexico,Furniture,Chairs,Consumer,9,272.42,2451.78,1898.01,553.77,0.2259
2024-01-30,2024,1,1,January,Europe,United Kingdom,Office Supplies,Appliances,Home Office,7,91.65,641.55,324.89,316.66,0.4936
2022-11-10,2022,4,11,November,North America,United States,Clothing,Men,Corporate,14,10.49,146.86,85.51,61.35,0.4177
2024-07-23,2024,3,7,July,Asia Pacific,India,Clothing,Men,Small Business,14,127.58,1786.12,1212.64,573.48,0.3211
2022-07-24,2022,3,7,July,Europe,Germany,Clothing,Kids,Consumer,17,69.67,1184.39,645.91,538.48,0.4546
2023-02-15,2023,1,2,February,Asia Pacific,China,Electronics,Wearables,Small Business,2,173.21,346.42,261.45,84.97,0.2453
2022-06-06,2022,2,6,June,Latin America,Colombia,Clothing,Kids,Consumer,18,101.18,1821.24,1065.94,755.3,0.4147
2022-11-21,2022,4,11,November,Europe,Spain,Office Supplies,Paper,Corporate,3,10.17,30.51,17.76,12.75,0.4179
2023-12-08,2023,4,12,December,Europe,Germany,Office Supplies,Writing,Consumer,4,1.55,6.2,4.16,2.04,0.329
2024-11-02,2024,4,11,November,Europe,France,Furniture,Storage,Consumer,18,660.47,11888.46,7373.02,4515.44,0.3798
2022-09-20,2022,3,9,September,Asia Pacific,Singapore,Electronics,Wearables,Small Business,16,476.81,7628.96,5584.01,2044.95,0.2681
2024-04-30,2024,2,4,April,North America,United States,Electronics,Wearables,Home Office,8,616.05,4928.4,3209.98,1718.42,0.3487
2023-11-30,2023,4,11,November,Asia Pacific,China,Electronics,Accessories,Corporate,15,108.34,1625.1,1280.84,344.26,0.2118
2024-11-26,2024,4,11,November,North America,Mexico,Office Supplies,Binders,Small Business,4,31.31,125.24,66.69,58.55,0.4675
2024-03-26,2024,1,3,March,North America,Canada,Furniture,Storage,Corporate,9,397.28,3575.52,2382.84,1192.68,0.3336
2022-12-11,2022,4,12,December,Asia Pacific,Singapore,Electronics,Phones,Consumer,15,873.35,13100.25,8470.89,4629.36,0.3534
2022-05-23,2022,2,5,May,Asia Pacific,China,Electronics,Phones,Home Office,7,729.09,5103.63,3755.09,1348.54,0.2642
2022-08-03,2022,3,8,August,North America,Mexico,Electronics,Phones,Small Business,16,464.41,7430.56,5963.85,1466.71,0.1974
2024-09-04,2024,3,9,September,Asia Pacific,Singapore,Office Supplies,Paper,Small Business,15,7.23,108.45,52.87,55.58,0.5125
2022-12-31,2022,4,12,December,Europe,France,Electronics,Phones,Small Business,11,785.59,8641.49,5797.82,2843.67,0.3291
2022-03-05,2022,1,3,March,North America,Canada,Furniture,Storage,Consumer,17,591.19,10050.23,7579.88,2470.35,0.2458
2024-05-28,2024,2,5,May,North America,United States,Furniture,Tables,Home Office,4,479.56,1918.24,1332.11,586.13,0.3056
2022-02-05,2022,1,2,February,Latin America,Peru,Electronics,Wearables,Corporate,4,254.34,1017.36,875.8,141.56,0.1391
2023-05-05,2023,2,5,May,Asia Pacific,China,Clothing,Women,Corporate,13,193.47,2515.11,1581.88,933.23,0.371
2022-10-14,2022,4,10,October,Europe,Spain,Furniture,Chairs,Consumer,16,132.41,2118.56,1556.01,562.55,0.2655
2023-09-19,2023,3,9,September,Europe,France,Furniture,Desks,Home Office,16,737.2,11795.2,9532.52,2262.68,0.1918
2024-12-28,2024,4,12,December,North America,Canada,Electronics,Phones,Corporate,13,787.77,10241.01,8002.93,2238.08,0.2185
2023-06-29,2023,2,6,June,Europe,Italy,Electronics,Wearables,Corporate,15,421.49,6322.35,5546.82,775.53,0.1227
2022-06-15,2022,2,6,June,Asia Pacific,Australia,Clothing,Kids,Corporate,10,41.75,417.5,214.11,203.39,0.4872
2023-06-23,2023,2,6,June,Asia Pacific,Japan,Electronics,Laptops,Consumer,17,2498.29,42470.93,36161.93,6309.0,0.1485
2022-09-20,2022,3,9,September,Europe,United Kingdom,Clothing,Women,Corporate,11,116.13,1277.43,553.02,724.41,0.5671
2022-11-05,2022,4,11,November,Asia Pacific,Australia,Furniture,Tables,Home Office,16,1042.66,16682.56,11241.89,5440.67,0.3261
2023-07-01,2023,3,7,July,North America,Canada,Electronics,Laptops,Corporate,6,1105.64,6633.84,5016.48,1617.36,0.2438
2022-02-10,2022,1,2,February,North America,United States,Electronics,Phones,Consumer,13,717.61,9328.93,7861.24,1467.69,0.1573
2022-09-19,2022,3,9,September,Asia Pacific,Australia,Clothing,Kids,Consumer,18,32.08,577.44,384.01,193.43,0.335
2023-04-19,2023,2,4,April,Asia Pacific,China,Electronics,Laptops,Corporate,17,1211.9,20602.3,15763.46,4838.84,0.2349
2022-10-19,2022,4,10,October,Asia Pacific,Japan,Clothing,Footwear,Consumer,13,181.99,2365.87,1065.83,1300.04,0.5495
2024-07-15,2024,3,7,July,Europe,France,Furniture,Chairs,Small Business,16,162.25,2596.0,1514.01,1081.99,0.4168
2024-02-23,2024,1,2,February,Europe,Germany,Clothing,Women,Corporate,2,56.33,112.66,49.26,63.4,0.5628
2022-11-24,2022,4,11,November,Asia Pacific,India,Electronics,Wearables,Corporate,17,453.31,7706.27,6718.01,988.26,0.1282
2023-03-02,2023,1,3,March,Europe,United Kingdom,Office Supplies,Appliances,Consumer,1,34.34,34.34,17.65,16.69,0.486
2024-04-07,2024,2,4,April,Asia Pacific,Australia,Furniture,Chairs,Consumer,18,337.71,6078.78,4470.2,1608.58,0.2646
2023-03-04,2023,1,3,March,Asia Pacific,Singapore,Electronics,Wearables,Consumer,7,648.17,4537.19,2927.78,1609.41,0.3547
2022-09-23,2022,3,9,September,Europe,Germany,Office Supplies,Paper,Small Business,3,11.82,35.46,21.72,13.74,0.3875
2023-03-05,2023,1,3,March,Asia Pacific,Japan,Clothing,Men,Corporate,14,165.96,2323.44,1564.66,758.78,0.3266
2024-08-25,2024,3,8,August,Europe,Germany,Electronics,Wearables,Corporate,8,636.99,5095.92,4447.92,648.0,0.1272
2023-08-27,2023,3,8,August,Asia Pacific,Singapore,Furniture,Desks,Consumer,17,1182.53,20103.01,13262.64,6840.37,0.3403
2024-01-27,2024,1,1,January,North America,United States,Furniture,Desks,Corporate,16,1126.4,18022.4,10214.81,7807.59,0.4332
2024-05-01,2024,2,5,May,Europe,Italy,Clothing,Footwear,Corporate,12,56.6,679.2,365.76,313.44,0.4615
2024-05-11,2024,2,5,May,North America,Mexico,Electronics,Wearables,Home Office,17,106.44,1809.48,1217.9,591.58,0.3269
2024-04-12,2024,2,4,April,Asia Pacific,Australia,Office Supplies,Binders,Corporate,14,15.91,222.74,142.55,80.19,0.36
2022-11-22,2022,4,11,November,Europe,Germany,Furniture,Tables,Consumer,18,889.55,16011.9,11918.86,4093.04,0.2556
2024-02-14,2024,1,2,February,Latin America,Brazil,Office Supplies,Writing,Corporate,16,5.05,80.8,62.14,18.66,0.2309
2023-07-16,2023,3,7,July,North America,Mexico,Electronics,Phones,Small Business,16,875.12,14001.92,11184.87,2817.05,0.2012
2022-02-26,2022,1,2,February,North America,United States,Office Supplies,Writing,Corporate,15,6.31,94.65,58.52,36.13,0.3817
2023-03-20,2023,1,3,March,Europe,France,Electronics,Laptops,Corporate,12,1396.53,16758.36,11031.11,5727.25,0.3418
2024-09-17,2024,3,9,September,Europe,United Kingdom,Clothing,Men,Consumer,8,134.59,1076.72,686.22,390.5,0.3627
2024-01-25,2024,1,1,January,North America,United States,Clothing,Women,Consumer,18,154.12,2774.16,1655.57,1118.59,0.4032
2023-08-04,2023,3,8,August,Asia Pacific,India,Clothing,Men,Corporate,18,172.89,3112.02,1835.56,1276.46,0.4102
2024-05-09,2024,2,5,May,Europe,Germany,Electronics,Wearables,Corporate,16,219.44,3511.04,3086.36,424.68,0.121
2022-12-01,2022,4,12,December,North America,Mexico,Office Supplies,Paper,Small Business,8,12.66,101.28,62.98,38.3,0.3782
2024-03-18,2024,1,3,March,Latin America,Brazil,Clothing,Men,Consumer,13,72.62,944.06,409.5,534.56,0.5662
2023-07-31,2023,3,7,July,North America,Canada,Furniture,Desks,Consumer,7,1381.9,9673.3,6444.49,3228.81,0.3338
2023-11-19,2023,4,11,November,Asia Pacific,India,Furniture,Tables,Corporate,1,301.68,301.68,195.1,106.58,0.3533
2022-07-29,2022,3,7,July,North America,Mexico,Clothing,Men,Corporate,11,127.54,1402.94,762.38,640.56,0.4566
2022-03-17,2022,1,3,March,Latin America,Chile,Electronics,Wearables,Consumer,15,550.55,8258.25,5896.82,2361.43,0.2859
2024-04-28,2024,2,4,April,Asia Pacific,India,Furniture,Desks,Small Business,8,1255.56,10044.48,5883.16,4161.32,0.4143
2023-11-20,2023,4,11,November,Asia Pacific,Singapore,Office Supplies,Paper,Corporate,16,27.31,436.96,230.61,206.35,0.4722
2023-05-17,2023,2,5,May,Latin America,Argentina,Clothing,Footwear,Consumer,14,71.34,998.76,411.4,587.36,0.5881
2024-08-14,2024,3,8,August,North America,United States,Clothing,Footwear,Corporate,2,113.95,227.9,135.92,91.98,0.4036
2022-05-16,2022,2,5,May,Asia Pacific,Singapore,Office Supplies,Paper,Corporate,14,26.77,374.78,249.61,125.17,0.334
2023-11-29,2023,4,11,November,Latin America,Argentina,Electronics,Phones,Consumer,13,713.07,9269.91,7379.04,1890.87,0.204
2024-06-25,2024,2,6,June,North America,Canada,Clothing,Women,Consumer,17,199.38,3389.46,1549.18,1840.28,0.5429
2023-12-04,2023,4,12,December,Europe,Spain,Clothing,Men,Consumer,13,147.96,1923.48,1112.31,811.17,0.4217
2023-03-30,2023,1,3,March,Europe,Spain,Office Supplies,Paper,Consumer,14,10.46,146.44,91.62,54.82,0.3744
2022-01-23,2022,1,1,January,Latin America,Colombia,Electronics,Wearables,Consumer,17,372.39,6330.63,5528.04,802.59,0.1268
2024-12-17,2024,4,12,December,Asia Pacific,China,Electronics,Laptops,Consumer,18,2365.56,42580.08,32576.35,10003.73,0.2349
2023-04-28,2023,2,4,April,Asia Pacific,Australia,Electronics,Accessories,Home Office,9,50.8,457.2,384.59,72.61,0.1588
2022-05-31,2022,2,5,May,Latin America,Brazil,Clothing,Women,Consumer,8,128.18,1025.44,433.61,591.83,0.5771
2023-01-23,2023,1,1,January,North America,Mexico,Clothing,Women,Home Office,15,10.37,155.55,108.64,46.91,0.3016
2022-11-01,2022,4,11,November,Asia Pacific,Australia,Clothing,Footwear,Consumer,7,239.37,1675.59,789.18,886.41,0.529
2023-10-24,2023,4,10,October,Latin America,Brazil,Electronics,Laptops,Consumer,6,827.86,4967.16,3425.28,1541.88,0.3104
2023-09-14,2023,3,9,September,North America,United States,Electronics,Phones,Corporate,17,634.86,10792.62,6752.21,4040.41,0.3744
2024-06-08,2024,2,6,June,North America,Mexico,Office Supplies,Binders,Consumer,1,23.72,23.72,18.23,5.49,0.2315
2023-07-04,2023,3,7,July,Europe,Germany,Furniture,Chairs,Small Business,11,68.66,755.26,613.18,142.08,0.1881
2022-09-29,2022,3,9,September,North America,Mexico,Clothing,Footwear,Small Business,15,151.36,2270.4,1504.1,766.3,0.3375
2024-12-12,2024,4,12,December,Asia Pacific,Japan,Clothing,Kids,Consumer,7,86.19,603.33,335.89,267.44,0.4433
2024-02-27,2024,1,2,February,North America,Canada,Electronics,Phones,Small Business,18,503.32,9059.76,7061.11,1998.65,0.2206
2022-01-20,2022,1,1,January,Latin America,Peru,Furniture,Tables,Consumer,14,885.41,12395.74,7928.04,4467.7,0.3604
2024-12-25,2024,4,12,December,Asia Pacific,Japan,Electronics,Accessories,Corporate,6,146.01,876.06,681.8,194.26,0.2217
2023-05-03,2023,2,5,May,Europe,France,Clothing,Kids,Consumer,9,83.2,748.8,477.33,271.47,0.3625
2024-02-20,2024,1,2,February,North America,United States,Clothing,Women,Consumer,3,97.54,292.62,195.32,97.3,0.3325
2024-08-02,2024,3,8,August,North America,United States,Clothing,Men,Corporate,7,126.46,885.22,408.58,476.64,0.5384
2022-01-31,2022,1,1,January,Asia Pacific,India,Office Supplies,Writing,Consumer,9,7.76,69.84,34.83,35.01,0.5013
2023-02-18,2023,1,2,February,North America,United States,Furniture,Storage,Corporate,17,464.43,7895.31,5430.73,2464.58,0.3122
2024-08-31,2024,3,8,August,Latin America,Colombia,Clothing,Men,Consumer,13,48.84,634.92,414.69,220.23,0.3469
2022-12-17,2022,4,12,December,Asia Pacific,India,Electronics,Phones,Consumer,5,258.34,1291.7,854.13,437.57,0.3388
2022-07-30,2022,3,7,July,Asia Pacific,Australia,Clothing,Footwear,Corporate,6,133.5,801.0,565.5,235.5,0.294
2022-02-12,2022,1,2,February,North America,Canada,Furniture,Desks,Corporate,8,784.88,6279.04,3764.43,2514.61,0.4005
2022-01-25,2022,1,1,January,Latin America,Brazil,Electronics,Phones,Consumer,3,353.91,1061.73,812.62,249.11,0.2346
2022-01-08,2022,1,1,January,North America,United States,Clothing,Women,Consumer,7,188.95,1322.65,759.25,563.4,0.426
2023-08-18,2023,3,8,August,Latin America,Colombia,Furniture,Tables,Consumer,4,554.79,2219.16,1568.38,650.78,0.2933
2024-03-17,2024,1,3,March,North America,Canada,Electronics,Phones,Small Business,6,949.31,5695.86,4812.85,883.01,0.155
2022-04-12,2022,2,4,April,Europe,France,Furniture,Desks,Corporate,16,1337.39,21398.24,12284.71,9113.53,0.4259
2022-04-16,2022,2,4,April,Asia Pacific,Japan,Clothing,Women,Home Office,12,125.3,1503.6,697.32,806.28,0.5362
2024-12-21,2024,4,12,December,North America,Mexico,Electronics,Phones,Corporate,16,562.9,9006.4,6179.88,2826.52,0.3138
2024-03-13,2024,1,3,March,Asia Pacific,Japan,Electronics,Laptops,Home Office,13,710.35,9234.55,6890.72,2343.83,0.2538
2022-02-17,2022,1,2,February,Europe,Italy,Electronics,Laptops,Home Office,1,802.39,802.39,558.38,244.01,0.3041
2022-05-05,2022,2,5,May,Asia Pacific,China,Clothing,Men,Consumer,15,133.65,2004.75,1274.98,729.77,0.364
2023-07-14,2023,3,7,July,Europe,United Kingdom,Electronics,Laptops,Consumer,4,2402.74,9610.96,8221.64,1389.32,0.1446
2022-12-25,2022,4,12,December,Asia Pacific,India,Electronics,Phones,Consumer,7,459.55,3216.85,2287.13,929.72,0.289
2023-05-28,2023,2,5,May,North America,Canada,Electronics,Phones,Small Business,6,900.86,5405.16,4249.12,1156.04,0.2139
2023-05-09,2023,2,5,May,North America,United States,Office Supplies,Appliances,Small Business,1,111.23,111.23,67.1,44.13,0.3967
2023-11-17,2023,4,11,November,Latin America,Peru,Office Supplies,Writing,Corporate,16,3.84,61.44,42.17,19.27,0.3136
2022-07-29,2022,3,7,July,Europe,France,Office Supplies,Paper,Corporate,14,6.44,90.16,57.09,33.07,0.3668
2023-08-21,2023,3,8,August,Europe,Germany,Clothing,Women,Consumer,4,130.8,523.2,286.82,236.38,0.4518
2022-11-08,2022,4,11,November,Latin America,Argentina,Office Supplies,Writing,Corporate,12,17.66,211.92,113.99,97.93,0.4621
2024-03-01,2024,1,3,March,Latin America,Brazil,Furniture,Tables,Consumer,8,779.74,6237.92,3577.0,2660.92,0.4266
2022-10-12,2022,4,10,October,North America,United States,Electronics,Wearables,Small Business,14,395.6,5538.4,4040.92,1497.48,0.2704
2024-08-24,2024,3,8,August,Asia Pacific,Singapore,Clothing,Kids,Consumer,14,116.16,1626.24,983.32,642.92,0.3953
2022-11-19,2022,4,11,November,Latin America,Peru,Furniture,Storage,Corporate,17,307.1,5220.7,4196.06,1024.64,0.1963
2022-11-15,2022,4,11,November,North America,United States,Clothing,Kids,Small Business,11,92.93,1022.23,590.8,431.43,0.422
2023-12-28,2023,4,12,December,North America,Mexico,Office Supplies,Binders,Consumer,11,31.33,344.63,158.42,186.21,0.5403
2023-11-18,2023,4,11,November,North America,United States,Clothing,Women,Corporate,7,23.6,165.2,104.59,60.61,0.3669
2024-11-02,2024,4,11,November,North America,Canada,Clothing,Men,Consumer,11,122.52,1347.72,960.45,387.27,0.2874
2023-01-15,2023,1,1,January,North America,Canada,Electronics,Phones,Corporate,14,372.46,5214.44,4458.78,755.66,0.1449
2024-05-25,2024,2,5,May,Latin America,Argentina,Electronics,Accessories,Consumer,12,52.22,626.64,441.24,185.4,0.2959
2023-06-24,2023,2,6,June,Europe,Spain,Office Supplies,Paper,Small Business,13,27.24,354.12,171.37,182.75,0.5161
2023-11-21,2023,4,11,November,Europe,Italy,Electronics,Phones,Corporate,6,586.81,3520.86,2768.19,752.67,0.2138
2024-12-22,2024,4,12,December,Europe,Spain,Electronics,Accessories,Consumer,12,55.7,668.4,430.46,237.94,0.356
2022-08-26,2022,3,8,August,Asia Pacific,Singapore,Clothing,Women,Consumer,12,72.07,864.84,371.82,493.02,0.5701
2024-08-03,2024,3,8,August,Latin America,Colombia,Office Supplies,Paper,Consumer,4,8.56,34.24,16.66,17.58,0.5134
2024-07-22,2024,3,7,July,Latin America,Peru,Furniture,Desks,Home Office,3,177.15,531.45,320.68,210.77,0.3966
2022-11-08,2022,4,11,November,Asia Pacific,Australia,Clothing,Men,Consumer,18,129.5,2331.0,1284.67,1046.33,0.4489
2023-11-21,2023,4,11,November,Europe,United Kingdom,Clothing,Kids,Corporate,14,116.58,1632.12,1039.06,593.06,0.3634
2023-06-30,2023,2,6,June,Europe,France,Clothing,Men,Consumer,6,90.59,543.54,271.96,271.58,0.4997
2024-03-12,2024,1,3,March,North America,United States,Electronics,Phones,Consumer,9,514.87,4633.83,3139.75,1494.08,0.3224
2022-01-14,2022,1,1,January,North America,United States,Electronics,Phones,Small Business,1,542.58,542.58,385.9,156.68,0.2888
2022-01-07,2022,1,1,January,Asia Pacific,China,Office Supplies,Binders,Consumer,13,19.9,258.7,197.94,60.76,0.2349
2023-08-16,2023,3,8,August,Europe,Italy,Office Supplies,Binders,Consumer,13,10.14,131.82,81.45,50.37,0.3821
2022-11-04,2022,4,11,November,Europe,Italy,Electronics,Accessories,Consumer,4,132.11,528.44,436.45,91.99,0.1741
2024-10-20,2024,4,10,October,Europe,United Kingdom,Furniture,Desks,Corporate,18,1366.95,24605.1,15578.63,9026.47,0.3669
2022-01-15,2022,1,1,January,Latin America,Colombia,Office Supplies,Binders,Consumer,7,24.54,171.78,78.52,93.26,0.5429
2023-09-30,2023,3,9,September,Asia Pacific,China,Furniture,Desks,Consumer,5,768.81,3844.05,2918.68,925.37,0.2407
2024-10-06,2024,4,10,October,Asia Pacific,China,Electronics,Phones,Consumer,1,1105.37,1105.37,709.97,395.4,0.3577
2022-10-19,2022,4,10,October,Asia Pacific,India,Clothing,Women,Consumer,11,97.19,1069.09,508.13,560.96,0.5247
2023-05-27,2023,2,5,May,Latin America,Argentina,Office Supplies,Appliances,Consumer,6,34.7,208.2,155.2,53.0,0.2546
2023-02-04,2023,1,2,February,Latin America,Chile,Clothing,Kids,Consumer,9,33.68,303.12,157.81,145.31,0.4794
2022-04-24,2022,2,4,April,Europe,Italy,Clothing,Men,Consumer,7,14.7,102.9,67.31,35.59,0.3459
2022-02-25,2022,1,2,February,Europe,Spain,Office Supplies,Binders,Consumer,2,11.68,23.36,15.71,7.65,0.3275
2022-06-14,2022,2,6,June,North America,Canada,Furniture,Storage,Consumer,8,208.17,1665.36,1166.14,499.22,0.2998
2022-02-12,2022,1,2,February,North America,Canada,Clothing,Kids,Consumer,9,61.17,550.53,274.46,276.07,0.5015
2024-01-01,2024,1,1,January,Europe,United Kingdom,Furniture,Desks,Corporate,10,1138.69,11386.9,7156.61,4230.29,0.3715
2024-12-17,2024,4,12,December,Asia Pacific,Australia,Clothing,Men,Consumer,9,35.02,315.18,218.86,96.32,0.3056
2023-05-10,2023,2,5,May,Asia Pacific,China,Clothing,Footwear,Small Business,5,171.75,858.75,548.05,310.7,0.3618
2022-10-20,2022,4,10,October,Europe,France,Electronics,Laptops,Corporate,16,1352.65,21642.4,17177.81,4464.59,0.2063
2023-08-01,2023,3,8,August,North America,Canada,Furniture,Chairs,Small Business,17,149.18,2536.06,1405.09,1130.97,0.446
2024-07-11,2024,3,7,July,Asia Pacific,India,Furniture,Tables,Consumer,10,1034.95,10349.5,8316.19,2033.31,0.1965
2024-04-10,2024,2,4,April,Europe,Germany,Electronics,Wearables,Small Business,17,122.42,2081.14,1368.79,712.35,0.3423
2022-05-19,2022,2,5,May,Europe,Italy,Office Supplies,Paper,Home Office,6,6.97,41.82,30.98,10.84,0.2592
2024-05-09,2024,2,5,May,Europe,United Kingdom,Clothing,Men,Small Business,6,113.08,678.48,337.46,341.02,0.5026
2022-03-18,2022,1,3,March,North America,Canada,Electronics,Phones,Small Business,14,948.99,13285.86,11280.75,2005.11,0.1509
2023-03-01,2023,1,3,March,Latin America,Brazil,Clothing,Footwear,Consumer,7,255.58,1789.06,1217.68,571.38,0.3194
2024-06-14,2024,2,6,June,Europe,Italy,Clothing,Men,Consumer,2,149.26,298.52,148.88,149.64,0.5013
2022-12-28,2022,4,12,December,Europe,Spain,Electronics,Laptops,Consumer,11,1098.8,12086.8,9670.14,2416.66,0.1999
2024-07-27,2024,3,7,July,Asia Pacific,Japan,Furniture,Chairs,Consumer,13,339.74,4416.62,2631.29,1785.33,0.4042
2022-02-08,2022,1,2,February,Europe,France,Clothing,Kids,Small Business,16,84.78,1356.48,592.82,763.66,0.563
2023-12-22,2023,4,12,December,Asia Pacific,Singapore,Clothing,Kids,Corporate,8,13.12,104.96,50.99,53.97,0.5142
2022-04-26,2022,2,4,April,North America,United States,Office Supplies,Appliances,Consumer,13,89.18,1159.34,856.81,302.53,0.261
2022-01-04,2022,1,1,January,Asia Pacific,Singapore,Furniture,Chairs,Corporate,2,360.28,720.56,577.73,142.83,0.1982
2022-08-24,2022,3,8,August,North America,United States,Electronics,Wearables,Consumer,1,524.34,524.34,326.09,198.25,0.3781
2024-11-17,2024,4,11,November,Asia Pacific,Japan,Office Supplies,Paper,Corporate,8,21.03,168.24,104.78,63.46,0.3772
2024-03-15,2024,1,3,March,North America,United States,Clothing,Footwear,Corporate,13,250.6,3257.8,2047.41,1210.39,0.3715
2022-08-29,2022,3,8,August,North America,United States,Office Supplies,Paper,Consumer,17,21.89,372.13,276.54,95.59,0.2569
2022-05-12,2022,2,5,May,North America,United States,Clothing,Kids,Consumer,16,85.47,1367.52,668.51,699.01,0.5112
2024-09-23,2024,3,9,September,Asia Pacific,Australia,Electronics,Phones,Consumer,11,525.77,5783.47,4749.53,1033.94,0.1788
2024-03-21,2024,1,3,March,North America,Mexico,Office Supplies,Writing,Home Office,17,13.51,229.67,144.93,84.74,0.369
2022-04-29,2022,2,4,April,North America,Canada,Furniture,Chairs,Small Business,3,454.31,1362.93,981.45,381.48,0.2799
2024-08-01,2024,3,8,August,Europe,Italy,Furniture,Storage,Corporate,3,417.62,1252.86,978.72,274.14,0.2188
2022-04-23,2022,2,4,April,North America,Mexico,Electronics,Phones,Home Office,11,801.87,8820.57,6142.09,2678.48,0.3037
2024-08-29,2024,3,8,August,Europe,Spain,Electronics,Accessories,Home Office,15,103.69,1555.35,1044.69,510.66,0.3283
2023-04-08,2023,2,4,April,Europe,Germany,Furniture,Tables,Corporate,8,826.13,6609.04,5338.13,1270.91,0.1923
2022-03-02,2022,1,3,March,Europe,France,Office Supplies,Writing,Corporate,12,15.18,182.16,101.81,80.35,0.4411
2023-05-09,2023,2,5,May,North America,United States,Clothing,Kids,Small Business,3,85.12,255.36,136.34,119.02,0.4661
2024-03-25,2024,1,3,March,Europe,United Kingdom,Office Supplies,Writing,Consumer,9,1.86,16.74,10.73,6.01,0.359
2024-02-17,2024,1,2,February,Asia Pacific,Australia,Furniture,Desks,Consumer,6,276.69,1660.14,923.46,736.68,0.4437
2022-09-03,2022,3,9,September,Asia Pacific,Singapore,Furniture,Tables,Corporate,11,458.36,5041.96,3210.23,1831.73,0.3633
2022-10-18,2022,4,10,October,North America,Mexico,Office Supplies,Binders,Consumer,7,32.31,226.17,103.85,122.32,0.5408
2024-09-12,2024,3,9,September,North America,Mexico,Furniture,Storage,Consumer,14,89.45,1252.3,782.16,470.14,0.3754
2022-10-07,2022,4,10,October,Latin America,Chile,Electronics,Accessories,Consumer,2,121.72,243.44,160.71,82.73,0.3398
2023-07-24,2023,3,7,July,Asia Pacific,Singapore,Office Supplies,Writing,Corporate,2,16.14,32.28,22.56,9.72,0.3011
2023-01-07,2023,1,1,January,Asia Pacific,Singapore,Clothing,Women,Consumer,8,168.65,1349.2,844.18,505.02,0.3743
2022-03-21,2022,1,3,March,Asia Pacific,Australia,Electronics,Wearables,Consumer,1,532.8,532.8,450.55,82.25,0.1544
2023-09-04,2023,3,9,September,North America,Canada,Office Supplies,Appliances,Consumer,7,117.06,819.42,470.14,349.28,0.4263
2024-12-04,2024,4,12,December,North America,Canada,Furniture,Storage,Corporate,16,293.54,4696.64,3337.98,1358.66,0.2893
2024-01-04,2024,1,1,January,North America,Canada,Office Supplies,Paper,Home Office,6,4.2,25.2,18.39,6.81,0.2702
2024-08-15,2024,3,8,August,North America,Mexico,Clothing,Kids,Corporate,9,19.75,177.75,119.6,58.15,0.3271
2023-09-02,2023,3,9,September,Asia Pacific,Australia,Clothing,Women,Consumer,4,138.6,554.4,237.34,317.06,0.5719
2023-06-14,2023,2,6,June,Europe,Germany,Office Supplies,Writing,Consumer,5,15.58,77.9,58.08,19.82,0.2544
2022-12-06,2022,4,12,December,North America,United States,Electronics,Accessories,Corporate,2,58.6,117.2,82.25,34.95,0.2982
2022-02-07,2022,1,2,February,North America,United States,Office Supplies,Appliances,Corporate,15,124.17,1862.55,860.01,1002.54,0.5383
2024-12-02,2024,4,12,December,North America,Canada,Furniture,Desks,Home Office,17,1338.71,22758.07,18306.34,4451.73,0.1956
2023-02-11,2023,1,2,February,North America,Mexico,Clothing,Women,Small Business,17,37.01,629.17,353.74,275.43,0.4378
